customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment
13113,0,24,12245.96,5,5,5,555,At Risk
13115,11,4,2294.78,5,4,5,545,At Risk
13116,137,1,501.14,2,1,3,213,Others
13117,21,8,984.91,4,5,4,454,At Risk
13118,19,5,1197.81,4,4,4,444,At Risk
13120,238,1,30.6,1,1,1,111,Lost Customers
13121,268,1,283.73,1,1,2,112,Lost Customers
13122,93,2,922.39,2,2,3,223,Others
13124,89,3,3756.33,2,3,5,235,At Risk
13126,4,8,2099.64,5,5,5,555,At Risk
13127,77,1,259.17,2,1,2,212,Others
13130,93,1,64,2,1,1,211,Others
13131,22,3,1073.3,4,3,4,434,At Risk
13132,261,1,77.3,1,1,1,111,Lost Customers
13133,273,2,109.8,1,2,1,121,Others
13134,85,4,1793.58,2,4,4,244,At Risk
13135,196,1,3096,1,1,5,115,Lost Customers
13136,55,5,2607.61,3,4,5,345,At Risk
13137,10,8,3603.29,5,5,5,555,At Risk
13138,21,6,962.39,4,5,4,454,At Risk
13139,15,7,5064.94,4,5,5,455,At Risk
13140,107,3,422.47,2,3,2,232,At Risk
13141,84,5,2388.75,2,4,5,245,At Risk
13142,18,1,307.09,4,1,2,412,Others
13144,332,1,110.95,1,1,1,111,Lost Customers
13145,39,4,618.52,3,4,3,343,At Risk
13146,25,1,228.91,4,1,1,411,Others
13147,9,4,712.8,5,4,3,543,At Risk
13148,28,12,3683.26,4,5,5,455,At Risk
13149,13,4,1676.06,4,4,4,444,At Risk
13151,295,1,1257.87,1,1,4,114,Lost Customers
13153,5,1,486.22,5,1,2,512,Others
13155,32,4,971.76,4,4,4,444,At Risk
13157,48,4,1741.22,3,4,4,344,At Risk
13158,94,4,1201.06,2,4,4,244,At Risk
13159,8,4,1429.35,5,4,4,544,At Risk
13160,21,1,91.8,4,1,1,411,Others
13161,312,1,112.75,1,1,1,111,Lost Customers
13162,121,4,1688.29,2,4,4,244,At Risk
13165,45,2,1021.48,3,2,4,324,Others
13166,282,1,417.2,1,1,2,112,Lost Customers
13167,18,4,791.33,4,4,3,443,At Risk
13168,35,4,1299.59,3,4,4,344,At Risk
13169,63,2,712.88,3,2,3,323,Others
13170,26,1,108.81,4,1,1,411,Others
13171,21,3,468.41,4,3,2,432,At Risk
13173,3,2,353.65,5,2,2,522,Others
13174,15,3,2742.82,4,3,5,435,At Risk
13176,45,1,481.49,3,1,2,312,Others
13177,64,1,282.45,3,1,2,312,Others
13178,25,11,5725.47,4,5,5,455,At Risk
13182,44,1,121.18,3,1,1,311,Others
13183,7,9,3957.78,5,5,5,555,At Risk
13184,14,10,1668.95,4,5,4,454,At Risk
13185,267,1,71.4,1,1,1,111,Lost Customers
13186,39,3,1575.89,3,3,4,334,At Risk
13187,336,1,236.02,1,1,1,111,Lost Customers
13188,10,1,114.6,5,1,1,511,Others
13189,18,2,260.68,4,2,2,422,Others
13192,94,2,911.94,2,2,3,223,Others
13193,60,1,112.08,3,1,1,311,Others
13194,135,1,60.7,2,1,1,211,Others
13196,10,4,1797.78,5,4,4,544,At Risk
13198,9,6,3401.24,5,5,5,555,At Risk
13199,3,38,9817.12,5,5,5,555,At Risk
13200,18,4,870.09,4,4,3,443,At Risk
13203,9,4,869.46,5,4,3,543,At Risk
13207,14,2,250.26,4,2,2,422,Others
13208,58,6,1217.65,3,5,4,354,At Risk
13209,29,8,5891.61,4,5,5,455,At Risk
13210,93,1,353.48,2,1,2,212,Others
13211,9,3,1095.42,5,3,4,534,At Risk
13212,19,3,786.83,4,3,3,433,At Risk
13213,56,5,1520.58,3,4,4,344,At Risk
13216,267,1,333.74,1,1,2,112,Lost Customers
13217,121,3,533.98,2,3,3,233,At Risk
13218,126,1,62.64,2,1,1,211,Others
13220,77,4,819.29,2,4,3,243,At Risk
13221,239,2,847.41,1,2,3,123,Others
13223,199,2,163.2,1,2,1,121,Others
13224,59,2,2155.95,3,2,5,325,Others
13225,2,7,6463.84,5,5,5,555,At Risk
13226,272,1,108.21,1,1,1,111,Lost Customers
13227,201,1,257.7,1,1,2,112,Lost Customers
13228,80,1,358,2,1,2,212,Others
13229,225,1,160.95,1,1,1,111,Lost Customers
13230,3,14,2755.63,5,5,5,555,At Risk
13232,12,7,1328.35,5,5,4,554,At Risk
13233,73,2,605.12,2,2,3,223,Others
13235,211,1,1031.07,1,1,4,114,Lost Customers
13236,24,2,744.85,4,2,3,423,Others
13238,16,4,700.73,4,4,3,443,At Risk
13239,261,1,329.56,1,1,2,112,Lost Customers
13240,95,4,663.65,2,4,3,243,At Risk
13242,111,3,270.4,2,3,2,232,At Risk
13243,202,1,585.12,1,1,3,113,Lost Customers
13244,92,1,121.74,2,1,1,211,Others
13245,50,1,430.5,3,1,2,312,Others
13246,17,6,1961.52,4,5,4,454,At Risk
13247,17,4,501.12,4,4,3,443,At Risk
13248,124,2,465.68,2,2,2,222,Others
13249,91,3,711.41,2,3,3,233,At Risk
13253,156,2,1030.4,2,2,4,224,Others
13255,8,2,399.51,5,2,2,522,Others
13258,11,3,672.83,5,3,3,533,At Risk
13259,61,1,283.18,3,1,2,312,Others
13260,60,1,557.62,3,1,3,313,Others
13261,268,2,944.1,1,2,4,124,Others
13262,262,1,200.29,1,1,1,111,Lost Customers
13263,0,35,7436.93,5,5,5,555,At Risk
13265,52,5,2092.66,3,4,5,345,At Risk
13266,10,12,3834.26,5,5,5,555,At Risk
13267,2,19,4521.49,5,5,5,555,At Risk
13268,17,11,3174.75,4,5,5,455,At Risk
13269,0,15,5343.28,5,5,5,555,At Risk
13270,365,1,590,1,1,3,113,Lost Customers
13271,36,1,211.49,3,1,1,311,Others
13272,30,2,276.56,4,2,2,422,Others
13273,112,1,138.98,2,1,1,211,Others
13276,63,2,590.93,3,2,3,323,Others
13277,15,4,258.4,4,4,2,442,At Risk
13278,40,1,542.73,3,1,3,313,Others
13279,77,1,137.75,2,1,1,211,Others
13280,121,3,798.46,2,3,3,233,At Risk
13282,17,3,1132.14,4,3,4,434,At Risk
13283,59,2,93.66,3,2,1,321,Others
13284,330,1,201.19,1,1,1,111,Lost Customers
13285,22,4,2709.12,4,4,5,445,At Risk
13291,155,1,361.11,2,1,2,212,Others
13292,38,2,578.94,3,2,3,323,Others
13294,189,2,873.74,1,2,3,123,Others
13295,359,1,201.2,1,1,1,111,Lost Customers
13296,136,1,87.4,2,1,1,211,Others
13297,7,4,2089.85,5,4,5,545,At Risk
13298,0,1,360,5,1,2,512,Others
13299,267,1,142.5,1,1,1,111,Lost Customers
13300,168,1,371.89,2,1,2,212,Others
13301,103,4,618.09,2,4,3,243,At Risk
13302,154,1,63.75,2,1,1,211,Others
13304,350,1,300.42,1,1,2,112,Lost Customers
13305,3,10,2000.86,5,5,4,554,At Risk
13307,119,1,15,2,1,1,211,Others
13308,22,3,1385.51,4,3,4,434,At Risk
13309,6,5,1456.79,5,4,4,544,At Risk
13310,27,3,1132.03,4,3,4,434,At Risk
13311,3,2,598.57,5,2,3,523,Others
13313,21,5,1555.32,4,4,4,444,At Risk
13314,1,3,775.94,5,3,3,533,At Risk
13316,36,4,5732.93,3,4,5,345,At Risk
13317,65,6,2273.68,3,5,5,355,At Risk
13318,0,3,640.76,5,3,3,533,At Risk
13319,4,26,10845.55,5,5,5,555,At Risk
13320,77,4,1532.2,2,4,4,244,At Risk
13321,71,2,567.36,3,2,3,323,Others
13322,16,1,199.48,4,1,1,411,Others
13323,2,5,787.85,5,4,3,543,At Risk
13324,35,10,7121.95,3,5,5,355,At Risk
13325,81,1,675.3,2,1,3,213,Others
13327,38,8,3627.77,3,5,5,355,At Risk
13328,315,1,1308.48,1,1,4,114,Lost Customers
13329,31,2,789,4,2,3,423,Others
13330,92,3,1140.93,2,3,4,234,At Risk
13332,13,1,350.9,4,1,2,412,Others
13334,81,3,3502.32,2,3,5,235,At Risk
13336,76,1,795.12,2,1,3,213,Others
13338,157,1,487.02,2,1,2,212,Others
13339,200,1,860.12,1,1,3,113,Lost Customers
13340,44,7,10736.48,3,5,5,355,At Risk
13341,260,1,775.85,1,1,3,113,Lost Customers
13343,177,1,353.43,2,1,2,212,Others
13344,67,3,2511.69,3,3,5,335,At Risk
13345,287,1,389.5,1,1,2,112,Lost Customers
13347,69,1,341.36,3,1,2,312,Others
13348,63,1,233.76,3,1,1,311,Others
13349,10,1,247.32,5,1,1,511,Others
13350,15,2,979.12,4,2,4,424,Others
13351,65,1,373.94,3,1,2,312,Others
13352,59,1,397.98,3,1,2,312,Others
13354,70,1,743.53,3,1,3,313,Others
13355,121,1,674.7,2,1,3,213,Others
13356,79,1,768.24,2,1,3,213,Others
13357,256,1,609.4,1,1,3,113,Lost Customers
13358,268,1,439.03,1,1,2,112,Lost Customers
13359,63,1,439.56,3,1,2,312,Others
13362,8,4,3090.74,5,4,5,545,At Risk
13363,17,2,992.5,4,2,4,424,Others
13364,70,1,134.96,3,1,1,311,Others
13365,33,2,2225.37,3,2,5,325,Others
13366,49,1,56.16,3,1,1,311,Others
13368,256,2,623.4,1,2,3,123,Others
13369,365,1,308.28,1,1,2,112,Lost Customers
13370,371,1,754.87,1,1,3,113,Lost Customers
13372,89,1,378.64,2,1,2,212,Others
13373,60,3,3312.25,3,3,5,335,At Risk
13375,88,1,778.65,2,1,3,213,Others
13376,98,3,1019.76,2,3,4,234,At Risk
13379,25,3,572.56,4,3,3,433,At Risk
13381,31,6,3639.31,4,5,5,455,At Risk
13382,280,1,222.99,1,1,1,111,Lost Customers
13384,30,7,4151.93,4,5,5,455,At Risk
13385,329,1,534.57,1,1,3,113,Lost Customers
13388,130,2,677.1,2,2,3,223,Others
13389,10,3,797.96,5,3,3,533,At Risk
13390,74,1,544.08,2,1,3,213,Others
13391,203,1,59.8,1,1,1,111,Lost Customers
13394,1,8,2520.02,5,5,5,555,At Risk
13395,184,1,307.72,1,1,2,112,Lost Customers
13396,28,2,1360.99,4,2,4,424,Others
13397,72,5,1544.13,2,4,4,244,At Risk
13398,191,1,457.34,1,1,2,112,Lost Customers
13402,126,2,621.23,2,2,3,223,Others
13403,17,1,75,4,1,1,411,Others
13404,0,2,252.49,5,2,2,522,Others
13405,73,3,572.451,2,3,3,233,At Risk
13408,1,62,28117.04,5,5,5,555,At Risk
13410,23,5,1003.06,4,4,4,444,At Risk
13411,106,1,213.55,2,1,1,211,Others
13414,133,3,1390.5,2,3,4,234,At Risk
13416,43,2,712.5,3,2,3,323,Others
13417,4,2,640.83,5,2,3,523,Others
13418,11,18,6127.43,5,5,5,555,At Risk
13419,63,1,221.06,3,1,1,311,Others
13420,149,2,159.85,2,2,1,221,Others
13421,39,2,1833.71,3,2,4,324,Others
13422,63,1,2626.3,3,1,5,315,Others
13425,107,3,1624.21,2,3,4,234,At Risk
13426,0,10,3641.32,5,5,5,555,At Risk
13427,18,3,582.6,4,3,3,433,At Risk
13428,9,1,201.78,5,1,1,511,Others
13429,10,4,1006.8,5,4,4,544,At Risk
13430,18,2,679.45,4,2,3,423,Others
13431,66,2,1269.1,3,2,4,324,Others
13434,73,2,534.24,2,2,3,223,Others
13435,4,7,3809.89,5,5,5,555,At Risk
13436,1,1,196.89,5,1,1,511,Others
13437,13,7,3408.06,4,5,5,455,At Risk
13439,254,1,283.71,1,1,2,112,Lost Customers
13441,91,1,296.64,2,1,2,212,Others
13447,22,3,1129.14,4,3,4,434,At Risk
13448,16,6,3534.69,4,5,5,455,At Risk
13449,23,1,291.88,4,1,2,412,Others
13450,26,6,2043.72,4,5,4,454,At Risk
13451,25,5,2898.26,4,4,5,445,At Risk
13452,258,2,590,1,2,3,123,Others
13453,165,2,356.98,2,2,2,222,Others
13455,24,2,1058.34,4,2,4,424,Others
13456,17,6,1766.72,4,5,4,454,At Risk
13458,6,14,9646.57,5,5,5,555,At Risk
13460,28,2,183.44,4,2,1,421,Others
13461,38,3,1445,3,3,4,334,At Risk
13462,252,1,151.5,1,1,1,111,Lost Customers
13464,57,1,674.68,3,1,3,313,Others
13466,183,1,307.9,1,1,2,112,Lost Customers
13467,10,2,1071.91,5,2,4,524,Others
13468,1,37,5704.97,5,5,5,555,At Risk
13470,98,2,165,2,2,1,221,Others
13471,0,4,2501.84,5,4,5,545,At Risk
13473,60,2,422.64,3,2,2,322,Others
13474,235,1,226.84,1,1,1,111,Lost Customers
13475,190,4,1431.78,1,4,4,144,Loyal Customers
13476,178,2,1238.47,2,2,4,224,Others
13477,37,6,1454.58,3,5,4,354,At Risk
13479,200,2,300.95,1,2,2,122,Others
13481,45,5,1804.56,3,4,4,344,At Risk
13482,231,1,184.64,1,1,1,111,Lost Customers
13483,65,1,140.34,3,1,1,311,Others
13484,240,1,313.8,1,1,2,112,Lost Customers
13485,232,1,454.24,1,1,2,112,Lost Customers
13486,77,3,1122.41,2,3,4,234,At Risk
13487,57,3,575.4,3,3,3,333,At Risk
13488,16,13,8968.31,4,5,5,455,At Risk
13489,104,4,449.52,2,4,2,242,At Risk
13491,51,10,1215.82,3,5,4,354,At Risk
13492,135,3,1269.84,2,3,4,234,At Risk
13493,274,2,618.63,1,2,3,123,Others
13494,311,1,316.26,1,1,2,112,Lost Customers
13495,7,5,2044.87,5,4,4,544,At Risk
13496,10,2,653.33,5,2,3,523,Others
13497,282,2,348.05,1,2,2,122,Others
13499,17,5,1159.11,4,4,4,444,At Risk
13500,22,3,1166.77,4,3,4,434,At Risk
13501,287,1,1340.32,1,1,4,114,Lost Customers
13502,16,3,292,4,3,2,432,At Risk
13503,70,1,216.85,3,1,1,311,Others
13504,63,1,295.93,3,1,2,312,Others
13505,72,4,4393.63,2,4,5,245,At Risk
13506,315,2,458.52,1,2,2,122,Others
13507,2,4,2479.16,5,4,5,545,At Risk
13508,243,1,110.97,1,1,1,111,Lost Customers
13509,8,7,979.72,5,5,4,554,At Risk
13510,0,4,1791.56,5,4,4,544,At Risk
13512,260,1,251.21,1,1,2,112,Lost Customers
13513,126,1,205.1,2,1,1,211,Others
13514,73,1,152.2,2,1,1,211,Others
13515,72,4,891.12,2,4,3,243,At Risk
13516,20,3,1389.41,4,3,4,434,At Risk
13517,59,3,2128.42,3,3,5,335,At Risk
13518,85,1,627.16,2,1,3,213,Others
13519,77,1,122.75,2,1,1,211,Others
13520,58,6,3624.35,3,5,5,355,At Risk
13521,0,3,1071.73,5,3,4,534,At Risk
13522,29,1,125.8,4,1,1,411,Others
13523,32,5,3964.88,4,4,5,445,At Risk
13524,40,5,680.18,3,4,3,343,At Risk
13525,14,2,628.78,4,2,3,423,Others
13527,33,7,2242.36,3,5,5,355,At Risk
13529,78,2,307.76,2,2,2,222,Others
13531,204,2,483.8,1,2,2,122,Others
13532,33,1,210.31,3,1,1,311,Others
13533,182,3,269.09,1,3,2,132,Loyal Customers
13534,1,25,5870.08,5,5,5,555,At Risk
13536,0,7,3444.39,5,5,5,555,At Risk
13538,42,7,1280.85,3,5,4,354,At Risk
13539,85,3,631.34,2,3,3,233,At Risk
13544,39,2,276.06,3,2,2,322,Others
13546,11,3,621.09,5,3,3,533,At Risk
13548,95,2,678.16,2,2,3,223,Others
13549,25,7,918.2,4,5,3,453,At Risk
13551,318,1,91.8,1,1,1,111,Lost Customers
13552,65,12,3740.07,3,5,5,355,At Risk
13555,73,4,4098.88,2,4,5,245,At Risk
13557,27,2,584.06,4,2,3,423,Others
13558,5,4,594.52,5,4,3,543,At Risk
13560,6,1,171.42,5,1,1,511,Others
13561,215,1,141.86,1,1,1,111,Lost Customers
13562,81,3,1799.33,2,3,4,234,At Risk
13563,83,2,777.53,2,2,3,223,Others
13564,143,3,1724.67,2,3,4,234,At Risk
13565,18,2,240.22,4,2,1,421,Others
13566,40,2,856.84,3,2,3,323,Others
13568,172,1,187.05,2,1,1,211,Others
13569,16,2,338.62,4,2,2,422,Others
13570,242,1,239.49,1,1,1,111,Lost Customers
13571,12,12,2088.94,5,5,5,555,At Risk
13572,205,1,1384.25,1,1,4,114,Lost Customers
13573,49,2,290.25,3,2,2,322,Others
13575,22,5,732.07,4,4,3,443,At Risk
13576,9,18,6717.34,5,5,5,555,At Risk
13577,24,4,1687.6,4,4,4,444,At Risk
13579,14,2,467.04,4,2,2,422,Others
13581,308,1,118,1,1,1,111,Lost Customers
13583,155,1,781.03,2,1,3,213,Others
13584,306,1,142.4,1,1,1,111,Lost Customers
13587,63,1,712.4,3,1,3,313,Others
13588,15,9,2478.95,4,5,5,455,At Risk
13589,14,2,379.65,4,2,2,422,Others
13590,10,6,1981.92,5,5,4,554,At Risk
13591,64,3,1117.13,3,3,4,334,At Risk
13592,35,4,247.96,3,4,1,341,At Risk
13593,107,5,2011.88,2,4,4,244,At Risk
13594,52,1,396.97,3,1,2,312,Others
13596,5,2,664.11,5,2,3,523,Others
13598,46,1,160.04,3,1,1,311,Others
13599,0,21,5149.92,5,5,5,555,At Risk
13600,311,1,219.52,1,1,1,111,Lost Customers
13601,44,2,693.32,3,2,3,323,Others
13602,64,1,428.89,3,1,2,312,Others
13603,25,1,164.34,4,1,1,411,Others
13606,28,3,276.75,4,3,2,432,At Risk
13607,39,1,675.51,3,1,3,313,Others
13610,11,7,1082.33,5,5,4,554,At Risk
13611,88,3,1154.4,2,3,4,234,At Risk
13614,23,4,1585.46,4,4,4,444,At Risk
13615,318,1,417.69,1,1,2,112,Lost Customers
13617,39,3,544.18,3,3,3,333,At Risk
13618,173,1,177.34,2,1,1,211,Others
13621,116,1,213.85,2,1,1,211,Others
13623,30,5,727.74,4,4,3,443,At Risk
13626,252,1,257.23,1,1,2,112,Lost Customers
13627,58,5,1638.47,3,4,4,344,At Risk
13629,22,11,7792.36,4,5,5,455,At Risk
13630,4,7,2031.78,5,5,4,554,At Risk
13631,99,11,3070.42,2,5,5,255,At Risk
13632,24,5,2118.93,4,4,5,445,At Risk
13634,32,5,1547.36,4,4,4,444,At Risk
13635,67,1,1071.03,3,1,4,314,Others
13636,36,5,949.12,3,4,4,344,At Risk
13637,51,3,804.3,3,3,3,333,At Risk
13638,15,1,122.64,4,1,1,411,Others
13639,73,1,1033.34,2,1,4,214,Others
13642,215,1,312.28,1,1,2,112,Lost Customers
13643,30,3,519.44,4,3,3,433,At Risk
13644,15,4,2624.26,4,4,5,445,At Risk
13645,119,1,252.1,2,1,2,212,Others
13647,9,4,1648.12,5,4,4,544,At Risk
13649,256,2,346.6,1,2,2,122,Others
13650,16,6,1836.34,4,5,4,454,At Risk
13651,34,2,94.2,3,2,1,321,Others
13652,45,3,1095.08,3,3,4,334,At Risk
13654,42,6,2707.33,3,5,5,355,At Risk
13655,113,2,932.97,2,2,3,223,Others
13656,164,2,379.65,2,2,2,222,Others
13657,10,2,382.14,5,2,2,522,Others
13658,9,5,2639.17,5,4,5,545,At Risk
13659,205,2,1563,1,2,4,124,Others
13662,85,3,881.26,2,3,3,233,At Risk
13663,178,1,189.47,2,1,1,211,Others
13666,59,3,84.65,3,3,1,331,At Risk
13667,148,1,299.05,2,1,2,212,Others
13668,2,21,6309.83,5,5,5,555,At Risk
13669,50,2,218.55,3,2,1,321,Others
13670,74,1,349.7,2,1,2,212,Others
13672,300,2,186.39,1,2,1,121,Others
13673,18,2,387.44,4,2,2,422,Others
13675,150,2,486.82,2,2,2,222,Others
13678,151,1,232.6,2,1,1,211,Others
13680,0,4,3719.12,5,4,5,545,At Risk
13681,17,4,827.83,4,4,3,443,At Risk
13682,186,1,59.5,1,1,1,111,Lost Customers
13684,285,1,65.13,1,1,1,111,Lost Customers
13685,2,7,3119.44,5,5,5,555,At Risk
13686,182,1,72,1,1,1,111,Lost Customers
13689,62,1,910,3,1,3,313,Others
13690,58,1,172.25,3,1,1,311,Others
13692,24,3,1488.32,4,3,4,434,At Risk
13694,3,50,65039.62,5,5,5,555,At Risk
13695,30,15,2504.13,4,5,5,455,At Risk
13697,38,1,151.3,3,1,1,311,Others
13699,154,1,308.58,2,1,2,212,Others
13700,25,10,2248.63,4,5,5,455,At Risk
13703,317,1,99.5,1,1,1,111,Lost Customers
13704,4,9,2308.06,5,5,5,555,At Risk
13705,7,3,711.86,5,3,3,533,At Risk
13706,302,1,330.79,1,1,2,112,Lost Customers
13707,266,2,806.41,1,2,3,123,Others
13708,270,1,285.33,1,1,2,112,Lost Customers
13709,3,13,6307.65,5,5,5,555,At Risk
13710,31,1,180.48,4,1,1,411,Others
13711,218,2,252.06,1,2,2,122,Others
13712,246,1,228.84,1,1,1,111,Lost Customers
13715,280,5,1077.39,1,4,4,144,Loyal Customers
13716,268,1,138.28,1,1,1,111,Lost Customers
13717,31,6,1445.01,4,5,4,454,At Risk
13718,245,2,306.55,1,2,2,122,Others
13719,14,5,1041.68,4,4,4,444,At Risk
13720,116,4,799.9,2,4,3,243,At Risk
13721,35,1,524.14,3,1,3,313,Others
13722,131,3,2375.41,2,3,5,235,At Risk
13723,216,1,199.85,1,1,1,111,Lost Customers
13725,49,8,1980.56,3,5,4,354,At Risk
13726,38,2,1079.66,3,2,4,324,Others
13727,28,2,333.48,4,2,2,422,Others
13728,36,6,1016.14,3,5,4,354,At Risk
13730,135,2,752.6,2,2,3,223,Others
13731,218,2,610.59,1,2,3,123,Others
13732,27,1,491.86,4,1,3,413,Others
13735,24,4,2883.54,4,4,5,445,At Risk
13736,4,2,729.8,5,2,3,523,Others
13737,199,1,339.6,1,1,2,112,Lost Customers
13739,17,1,216.9,4,1,1,411,Others
13740,240,1,350.75,1,1,2,112,Lost Customers
13741,71,3,668.43,3,3,3,333,At Risk
13742,16,12,3107.87,4,5,5,455,At Risk
13743,2,7,1341.6,5,5,4,554,At Risk
13744,94,2,1080.52,2,2,4,224,Others
13745,161,1,300.04,2,1,2,212,Others
13747,373,1,79.6,1,1,1,111,Lost Customers
13748,95,5,948.25,2,4,4,244,At Risk
13750,53,5,1647.26,3,4,4,344,At Risk
13751,287,1,296.25,1,1,2,112,Lost Customers
13752,123,6,1175.38,2,5,4,254,At Risk
13753,287,1,741.26,1,1,3,113,Lost Customers
13754,151,2,282.6,2,2,2,222,Others
13755,3,9,2108.06,5,5,5,555,At Risk
13756,1,14,5189.52,5,5,5,555,At Risk
13758,11,7,3190.55,5,5,5,555,At Risk
13759,32,2,659.41,4,2,3,423,Others
13760,53,2,286.79,3,2,2,322,Others
13761,49,2,1070.65,3,2,4,324,Others
13762,218,1,306.72,1,1,2,112,Lost Customers
13763,62,1,1714.96,3,1,4,314,Others
13764,70,3,1519.42,3,3,4,334,At Risk
13767,1,37,17220.36,5,5,5,555,At Risk
13769,1,10,2796.51,5,5,5,555,At Risk
13771,63,4,2634.45,3,4,5,345,At Risk
13772,33,3,1122.63,3,3,4,334,At Risk
13774,81,1,345,2,1,2,212,Others
13777,0,33,25977.16,5,5,5,555,At Risk
13778,102,1,178.7,2,1,1,211,Others
13780,6,2,360.01,5,2,2,522,Others
13781,250,1,127.84,1,1,1,111,Lost Customers
13782,12,6,908.86,5,5,3,553,At Risk
13784,9,11,2462.79,5,5,5,555,At Risk
13786,366,1,230.4,1,1,1,111,Lost Customers
13787,75,2,309.04,2,2,2,222,Others
13790,3,1,348.8,5,1,2,512,Others
13791,127,2,1516,2,2,4,224,Others
13792,65,2,195.55,3,2,1,321,Others
13798,0,57,37153.85,5,5,5,555,At Risk
13799,116,2,688.86,2,2,3,223,Others
13800,309,1,558.32,1,1,3,113,Lost Customers
13801,66,1,324.8,3,1,2,312,Others
13802,138,3,4599.42,2,3,5,235,At Risk
13803,254,1,277.07,1,1,2,112,Lost Customers
13804,30,7,2588.39,4,5,5,455,At Risk
13805,51,2,924.6,3,2,3,323,Others
13806,63,1,256.38,3,1,2,312,Others
13807,366,1,112.6,1,1,1,111,Lost Customers
13808,5,5,1747.66,5,4,4,544,At Risk
13809,304,1,155.05,1,1,1,111,Lost Customers
13810,28,3,1499.01,4,3,4,434,At Risk
13811,183,3,814.5,1,3,3,133,Loyal Customers
13812,41,3,539,3,3,3,333,At Risk
13813,39,4,1366.86,3,4,4,344,At Risk
13814,91,2,1579.12,2,2,4,224,Others
13815,21,4,4027.36,4,4,5,445,At Risk
13816,23,2,571.67,4,2,3,423,Others
13817,28,2,382.98,4,2,2,422,Others
13819,301,3,1140.35,1,3,4,134,Loyal Customers
13821,144,2,385.64,2,2,2,222,Others
13822,5,2,632,5,2,3,523,Others
13823,18,2,957.66,4,2,4,424,Others
13824,32,5,1698.94,4,4,4,444,At Risk
13826,175,1,189.5,2,1,1,211,Others
13827,57,3,409.8,3,3,2,332,At Risk
13828,21,1,209.49,4,1,1,411,Others
13831,15,6,2198.45,4,5,5,455,At Risk
13832,18,1,52.2,4,1,1,411,Others
13833,158,1,383.85,2,1,2,212,Others
13835,24,4,834.57,4,4,3,443,At Risk
13837,211,2,266.59,1,2,2,122,Others
13838,5,4,674.82,5,4,3,543,At Risk
13841,252,1,85,1,1,1,111,Lost Customers
13842,58,9,3385.62,3,5,5,355,At Risk
13844,10,1,361.62,5,1,2,512,Others
13845,64,1,312.98,3,1,2,312,Others
13846,24,3,865.06,4,3,3,433,At Risk
13848,91,3,1255,2,3,4,234,At Risk
13849,51,2,1537.95,3,2,4,324,Others
13850,128,1,1595.48,2,1,4,214,Others
13851,95,3,2651.46,2,3,5,235,At Risk
13853,56,1,1090.14,3,1,4,314,Others
13854,8,25,8109.52,5,5,5,555,At Risk
13856,168,3,388.5,2,3,2,232,At Risk
13858,56,1,216.17,3,1,1,311,Others
13859,325,1,201.16,1,1,1,111,Lost Customers
13860,0,5,1245.9,5,4,4,544,At Risk
13862,17,8,2209.36,4,5,5,455,At Risk
13863,247,1,305.78,1,1,2,112,Lost Customers
13865,57,4,501.56,3,4,3,343,At Risk
13866,73,1,145.67,2,1,1,211,Others
13867,30,3,1005.09,4,3,4,434,At Risk
13868,6,2,3192.54,5,2,5,525,Others
13869,122,4,3083.65,2,4,5,245,At Risk
13870,1,8,2770.94,5,5,5,555,At Risk
13871,22,13,6403.25,4,5,5,455,At Risk
13873,119,3,389.6,2,3,2,232,At Risk
13874,357,1,540.45,1,1,3,113,Lost Customers
13875,53,5,1786.79,3,4,4,344,At Risk
13876,63,1,122.7,3,1,1,311,Others
13877,85,1,117.24,2,1,1,211,Others
13878,54,1,1271.57,3,1,4,314,Others
13880,20,13,3219.77,4,5,5,455,At Risk
13881,3,20,17159.52,5,5,5,555,At Risk
13882,2,5,1191.13,5,4,4,544,At Risk
13883,10,5,2674.48,5,4,5,545,At Risk
13884,6,5,787.6,5,4,3,543,At Risk
13885,188,2,506.8,1,2,3,123,Others
13886,70,1,243.56,3,1,1,311,Others
13887,203,1,349.55,1,1,2,112,Lost Customers
13888,119,2,595.67,2,2,3,223,Others
13889,92,1,416.9,2,1,2,212,Others
13890,0,10,1883.81,5,5,4,554,At Risk
13892,26,4,632.97,4,4,3,443,At Risk
13893,297,1,821.1,1,1,3,113,Lost Customers
13894,23,3,564.62,4,3,3,433,At Risk
13895,27,4,2593.07,4,4,5,445,At Risk
13897,49,1,311.16,3,1,2,312,Others
13898,325,1,155.93,1,1,1,111,Lost Customers
13899,15,2,388.52,4,2,2,422,Others
13900,182,3,740.95,1,3,3,133,Loyal Customers
13901,71,5,2867.2,3,4,5,345,At Risk
13904,36,2,332.64,3,2,2,322,Others
13908,79,4,2369.55,2,4,5,245,At Risk
13911,56,9,2580.91,3,5,5,355,At Risk
13914,11,2,626.45,5,2,3,523,Others
13917,49,2,272.04,3,2,2,322,Others
13918,49,2,1212.84,3,2,4,324,Others
13919,58,2,384.81,3,2,2,322,Others
13922,351,1,172.25,1,1,1,111,Lost Customers
13923,53,1,351.13,3,1,2,312,Others
13924,1,6,1838.85,5,5,4,554,At Risk
13925,92,4,678.25,2,4,3,243,At Risk
13926,22,1,223.85,4,1,1,411,Others
13927,74,1,348.99,2,1,2,212,Others
